rank,personName,age,finalWorth,year,month,category,country,state,city,countryOfCitizenship,selfMade,gender,birthDate,title,philanthropyScore
1513,Ryan Breslow,27,2000,2022,4,Technology,United States,Florida,Miami,United States,TRUE,M,20-05-1994,Cofounder,
1513,Cao Jianwei,43,2000,2022,4,Manufacturing,China,,Shangyu,China,TRUE,M,30-05-1978,,
1513,Herb Chambers,80,2000,2022,4,Automotive,United States,Massachusetts,Boston,United States,TRUE,M,01-01-1942,,
1513,Daniel Chiu,61,2000,2022,4,Energy,Hong Kong,,Hong Kong,Hong Kong,TRUE,M,30-11-1960,,
1513,Tim Cook,61,2000,2022,4,Technology,United States,California,Cupertino,United States,TRUE,M,01-11-1960,CEO,
1513,Brunello Cucinelli & family,68,2000,2022,4,Fashion & Retail,Italy,,Solomeo,Italy,TRUE,M,03-09-1953,,
1513,Georgi Domuschiev,49,2000,2022,4,Diversified,United Kingdom,,London,Bulgaria,TRUE,M,06-08-1972,,
1513,Kiril Domuschiev,52,2000,2022,4,Diversified,United Kingdom,,London,Bulgaria,TRUE,M,18-04-1969,,
1513,Glenn Dubin,64,2000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,13-04-1957,Co-Founder,4
1513,James Duff,61,2000,2022,4,Diversified,United States,Mississippi,Hattiesburg,United States,TRUE,M,07-03-1961,,
1513,Thomas Duff,65,2000,2022,4,Diversified,United States,Mississippi,Hattiesburg,United States,TRUE,M,31-12-1956,,
1513,Robert Duggan,77,2000,2022,4,Healthcare,United States,Florida,Clearwater,United States,TRUE,M,28-04-1944,,1
1513,Maria Franca Fissolo,87,2000,2022,4,Food & Beverage,Monaco,,Monaco,Italy,FALSE,F,01-01-1935,,
1513,Fu Mingkang & family,59,2000,2022,4,Manufacturing,China,,Ningbo,China,TRUE,M,17-03-1963,,
1513,Jay Hennick,65,2000,2022,4,Finance & Investments,Canada,,Toronto,Canada,TRUE,M,20-01-1957,,
1513,Orion Hindawi,42,2000,2022,4,Technology,United States,Washington,Seattle,United States,TRUE,M,10-01-1980,CEO,
1513,Ji Qi,55,2000,2022,4,Real Estate,China,,Shanghai,China,TRUE,M,01-10-1966,,
1513,Kim Chang-soo,61,2000,2022,4,Fashion & Retail,South Korea,,Seoul,South Korea,TRUE,M,01-04-1961,,
1513,Vyacheslav Kim,52,2000,2022,4,Finance & Investments,Kazakhstan,,Almaty,Kazakhstan,TRUE,M,12-06-1969,,
1513,Kuan Kam Hon & family,74,2000,2022,4,Manufacturing,Malaysia,,Kuala Lumpur,Malaysia,TRUE,M,04-09-1947,,
1513,Egor Kulkov,50,2000,2022,4,Healthcare,Switzerland,,Grimisuat,Russia,TRUE,M,07-12-1971,,
1513,Josh Kushner,36,2000,2022,4,Finance & Investments,United States,New York,New York City,United States,TRUE,M,12-06-1985,Managing Partner,
1513,Henry Laufer,76,2000,2022,4,Finance & Investments,United States,Florida,Lake Worth,United States,TRUE,M,13-08-1945,Investor,
1513,Thomas Lee,78,2000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,27-03-1944,,
1513,Michael Lee-Chin,71,2000,2022,4,Finance & Investments,Canada,,Burlington,Canada,TRUE,M,03-01-1951,,
1513,Li Xuhui,53,2000,2022,4,Food & Beverage,China,,Foshan,China,TRUE,F,15-06-1968,,
1513,Lim Kok Thay,70,2000,2022,4,Gambling & Casinos,Malaysia,,Kuala Lumpur,Malaysia,FALSE,M,16-08-1951,,
1513,Joao Roberto Marinho,68,2000,2022,4,Media & Entertainment,Brazil,,Rio de Janeiro,Brazil,FALSE,M,16-09-1953,,
1513,Jose Roberto Marinho,66,2000,2022,4,Media & Entertainment,Brazil,,Rio de Janeiro,Brazil,FALSE,M,26-12-1955,,
1513,Roberto Irineu Marinho,74,2000,2022,4,Media & Entertainment,Brazil,,Rio de Janeiro,Brazil,FALSE,M,13-10-1947,,
1513,Jim McKelvey,56,2000,2022,4,Technology,United States,Missouri,St. Louis,United States,TRUE,M,19-10-1965,,1
1513,Robert Miller,88,2000,2022,4,Fashion & Retail,Hong Kong,,Hong Kong,United Kingdom,TRUE,M,23-05-1933,,
1513,David Nahmad,74,2000,2022,4,Fashion & Retail,United States,New York,New York,Monaco,TRUE,M,14-04-1947,,
1513,Florentino Perez,75,2000,2022,4,Construction & Engineering,Spain,,Madrid,Spain,TRUE,M,08-03-1947,,
1513,Jennifer Pritzker,71,2000,2022,4,Finance & Investments,United States,Illinois,Chicago,United States,FALSE,F,13-08-1950,CEO,
1513,Linda Pritzker,68,2000,2022,4,Service,United States,Montana,Missoula,United States,FALSE,F,14-09-1953,,
1513,P.V. Ramprasad Reddy,64,2000,2022,4,Healthcare,India,,Hyderabad,India,TRUE,M,30-03-1958,,
1513,"Joe Rogers, Jr.",75,2000,2022,4,Food & Beverage,United States,Georgia,Atlanta,United States,FALSE,M,02-12-1946,,
1513,Ruan Shuilong & family,86,2000,2022,4,Manufacturing,China,,Shangyu,China,TRUE,M,01-12-1935,,
1513,Phil Ruffin,87,2000,2022,4,Diversified,United States,Nevada,Las Vegas,United States,TRUE,M,17-03-1935,,
1513,Vinod Saraf,69,2000,2022,4,Manufacturing,India,,Mumbai,India,TRUE,M,16-06-1952,,
1513,Maria-Elisabeth Schaeffler-Thumann,80,2000,2022,4,Automotive,Germany,,Herzogenaurach,Germany,FALSE,F,17-08-1941,,
1513,Genhuo Shao,56,2000,2022,4,Food & Beverage,China,,Beijing,China,TRUE,M,29-07-1965,Entrepreneur,
1513,Shen Xiqiang & family,74,2000,2022,4,Energy,China,,Yixing,China,TRUE,M,02-03-1948,,
1513,Shi Wen-long,94,2000,2022,4,Manufacturing,Taiwan,,Tainan,Taiwan,TRUE,M,01-02-1928,,
1513,Thaksin Shinawatra,72,2000,2022,4,Finance & Investments,United Arab Emirates,,Dubai,Thailand,TRUE,M,26-07-1949,,
1513,Alexander Skorobogatko,54,2000,2022,4,Logistics,Russia,,Moscow,Russia,TRUE,M,25-09-1967,,
1513,Sylvia Stroeher,66,2000,2022,4,Fashion & Retail,Germany,,Darmstadt,Germany,FALSE,F,30-05-1955,,
1513,Wichai Thongtang,75,2000,2022,4,Finance & Investments,Thailand,,Bangkok,Thailand,TRUE,M,01-01-1947,,
1513,Todd Wagner,61,2000,2022,4,Media & Entertainment,United States,Texas,Dallas,United States,TRUE,M,02-08-1960,,
1513,Wang Jianguo,62,2000,2022,4,Fashion & Retail,China,,Nanjing,China,TRUE,M,01-01-1960,,
1513,Shuifu Wang,67,2000,2022,4,Manufacturing,China,,Hangzhou,China,TRUE,M,10-02-1955,,
1513,Wenbiao Wang,65,2000,2022,4,Manufacturing,China,,Beijing,China,TRUE,M,01-01-1957,,
1513,Kanye West,44,2000,2022,4,Fashion & Retail,United States,California,Los Angeles,United States,TRUE,M,08-06-1977,,
1513,Evan Williams,50,2000,2022,4,Technology,United States,California,San Francisco,United States,TRUE,M,31-03-1972,Entrepreneur,2
1513,Zhongyi Wu,48,2000,2022,4,Technology,China,,Xiamen,China,TRUE,M,28-10-1973,,
1513,Zhihan Xu,49,2000,2022,4,Technology,China,,Wuxi,China,TRUE,M,30-11-1972,,
1513,Yan Zhi,49,2000,2022,4,Real Estate,China,,Wuhan,China,TRUE,M,01-07-1972,,
1513,Michael Ying,72,2000,2022,4,Fashion & Retail,Hong Kong,,Hong Kong,Hong Kong,TRUE,M,01-12-1949,,
1513,Yuan Liping,51,2000,2022,4,Healthcare,China,,Shenzhen,Canada,FALSE,F,01-01-1971,,
1579,Anu Aga,79,1900,2022,4,Construction & Engineering,India,,Pune,India,FALSE,F,01-08-1942,,
1579,Joy Alukkas,65,1900,2022,4,Fashion & Retail,India,,Cochin,India,FALSE,M,04-09-1956,,
1579,Sezai Bacaksiz,72,1900,2022,4,Diversified,Turkey,,Ankara,Turkey,TRUE,M,27-07-1949,,
1579,Baokun Bai,52,1900,2022,4,Manufacturing,China,,Dongguan,China,TRUE,M,,,
1579,Acharya Balkrishna,49,1900,2022,4,Food & Beverage,India,,Haridwar,India,TRUE,M,25-07-1972,,
1579,Kiki Barki,82,1900,2022,4,Energy,Indonesia,,Jakarta,Indonesia,TRUE,M,25-11-1939,,
1579,John Bloor,78,1900,2022,4,Diversified,United Kingdom,,Aberdyfi,United Kingdom,TRUE,M,16-06-1943,,
1579,Nicola Bulgari,81,1900,2022,4,Fashion & Retail,Italy,,Rome,Italy,FALSE,M,16-01-1941,,
1579,Alejandro Bulgheroni,77,1900,2022,4,Energy,Uruguay,,Manantiales,Argentina,FALSE,M,01-11-1944,,
1579,Chen Kaichen,,1900,2022,4,Manufacturing,China,,Guangzhou,China,TRUE,M,,,
1579,Fernando Chico Pardo,70,1900,2022,4,Service,Mexico,,Mexico City,Mexico,TRUE,M,15-02-1952,,
1579,Jose Luis Cutrale,75,1900,2022,4,Food & Beverage,Brazil,,Sao Paulo,Brazil,FALSE,M,17-09-1946,,
1579,D. Leopoldo Del Pino,59,1900,2022,4,Construction & Engineering,Spain,,Madrid,Spain,FALSE,M,30-07-1962,,
1579,James Dinan,62,1900,2022,4,Finance & Investments,United States,New York,North Salem,United States,TRUE,M,22-05-1959,Founder,2
1579,Francois Feuillet & family,73,1900,2022,4,Automotive,France,,Paris,France,FALSE,M,01-01-1949,,
1579,Guangming Fu & family,68,1900,2022,4,Food & Beverage,China,,Nanping,China,TRUE,M,02-10-1953,,
1579,Mario Gabelli,80,1900,2022,4,Finance & Investments,United States,Connecticut,Greenwich,United States,TRUE,M,31-03-1942,,
1579,Reinold Geiger,74,1900,2022,4,Fashion & Retail,Switzerland,,Geneva,Austria,TRUE,M,10-07-1947,,
1579,He Zhenggang,68,1900,2022,4,Manufacturing,China,,Leshan,China,TRUE,M,25-03-1954,,
1579,Roberto Hernandez Ramirez,80,1900,2022,4,Finance & Investments,Mexico,,Mexico City,Mexico,TRUE,M,24-03-1942,,
1579,Hoi Kin Hong,69,1900,2022,4,Real Estate,China,,Shanghai,Macau,TRUE,M,01-09-1952,,
1579,Huang Qiaoling,63,1900,2022,4,Media & Entertainment,China,,Hangzhou,China,TRUE,M,15-11-1958,,
1579,Willis Johnson,74,1900,2022,4,Automotive,United States,Tennessee,Franklin,United States,TRUE,M,26-05-1947,,
1579,Keeree Kanjanapas,71,1900,2022,4,Real Estate,Thailand,,Bangkok,Thailand,TRUE,M,18-10-1950,,
1579,Kim Dae-il,42,1900,2022,4,Technology,South Korea,,Anyang,South Korea,TRUE,M,26-01-1980,,
1579,Kim Hyoung-nyon,46,1900,2022,4,Finance & Investments,South Korea,,,South Korea,TRUE,M,01-01-1976,,
1579,Andrei Kozitsyn,61,1900,2022,4,Metals & Mining,Russia,,Verkhniaya Pyshma,Russia,TRUE,M,09-06-1960,,
1579,Thomas Kwok,70,1900,2022,4,Real Estate,Hong Kong,,Hong Kong,Hong Kong,FALSE,M,06-10-1951,,
1579,Lei Jufang,69,1900,2022,4,Healthcare,China,,Lanzhou,China,TRUE,F,03-01-1953,,
1579,David Lichtenstein,60,1900,2022,4,Real Estate,United States,New York,Monsey,United States,TRUE,M,21-11-1961,,
1579,Lin Dingqiang & family,55,1900,2022,4,Real Estate,China,,Beijing,Hong Kong,TRUE,M,01-10-1966,,
1579,Mikhail Lomtadze,46,1900,2022,4,Finance & Investments,Kazakhstan,,Almaty,Georgia,TRUE,M,17-10-1975,,
1579,Melissa Ma,,1900,2022,4,Technology,China,,Beijing,China,TRUE,F,,,
1579,Yusaku Maezawa,46,1900,2022,4,Technology,Japan,,Chiba,Japan,TRUE,M,22-11-1975,,
1579,Katarina Martinson,40,1900,2022,4,Diversified,Sweden,,Stockholm,Sweden,FALSE,F,04-05-1981,,
1579,Shouliang Miao,67,1900,2022,4,Real Estate,China,,Shenzhen,China,TRUE,M,01-01-1955,,
1579,Romano Minozzi,87,1900,2022,4,Diversified,Italy,,Spilamberto,Italy,TRUE,M,06-03-1935,,
1579,Pedro Moreira Salles,62,1900,2022,4,Diversified,Brazil,,Sao Paulo,Brazil,FALSE,M,20-10-1959,,
1579,Alexander Nesis,59,1900,2022,4,Finance & Investments,Russia,,Moscow,Russia,TRUE,M,19-12-1962,,
1579,Nguyen Dang Quang,58,1900,2022,4,Food & Beverage,Vietnam,,Ho Chi Minh City,Vietnam,TRUE,M,23-08-1963,,
1579,Oei Hong Leong,74,1900,2022,4,Finance & Investments,Singapore,,Singapore,Singapore,FALSE,M,21-03-1948,,
1579,Nihat Ozdemir,72,1900,2022,4,Diversified,Turkey,,Ankara,Turkey,TRUE,M,05-04-1950,,
1579,Gretel Packer,56,1900,2022,4,Media & Entertainment,Australia,,Sydney,Australia,FALSE,F,01-04-1966,,
1579,Benjamin Zhengmin Pan & family,52,1900,2022,4,Technology,China,,Shenzhen,China,TRUE,M,01-12-1969,,
1579,Victor Pinchuk,61,1900,2022,4,Metals & Mining,Ukraine,,Kiev,Ukraine,TRUE,M,14-12-1960,,
1579,Alexander Ponomarenko,57,1900,2022,4,Logistics,Russia,,Moscow,Russia,TRUE,M,27-10-1964,,
1579,Qi Jinxing,60,1900,2022,4,Real Estate,China,,Hangzhou,China,TRUE,M,28-03-1962,,
1579,Larry Robbins,52,1900,2022,4,Finance & Investments,United States,New Jersey,Alpine,United States,TRUE,M,21-10-1969,Investor,3
1579,Dwight Schar,80,1900,2022,4,Construction & Engineering,United States,Florida,Palm Beach,United States,TRUE,M,08-02-1942,,
1579,Shi Yifeng,48,1900,2022,4,Healthcare,China,,Beijing,China,TRUE,M,01-01-1974,,
1579,Sun Hongjun,48,1900,2022,4,Technology,China,,Shanghai,China,TRUE,M,01-07-1973,,
1579,Anand Surana,51,1900,2022,4,Healthcare,India,,Bangalore,India,FALSE,M,24-03-1971,,
1579,Dilip Surana,56,1900,2022,4,Healthcare,India,,Bangalore,India,FALSE,M,18-01-1966,,
1579,Djoko Susanto,72,1900,2022,4,Fashion & Retail,Indonesia,,Jakarta,Indonesia,TRUE,M,09-02-1950,,
1579,Sze Man Bok,72,1900,2022,4,Manufacturing,China,,Jinjiang,China,TRUE,M,01-01-1950,,
1579,Alain Taravella,74,1900,2022,4,Real Estate,France,,Paris,France,TRUE,M,01-01-1948,,
1579,Martin Viessmann,68,1900,2022,4,Manufacturing,Germany,,Allendorf,Germany,FALSE,M,10-10-1953,,
1579,Georg von Opel,55,1900,2022,4,Finance & Investments,United Kingdom,,London,Switzerland,FALSE,M,04-05-1966,,
1579,Changtian Wang,56,1900,2022,4,Media & Entertainment,China,,Beijing,China,TRUE,M,26-04-1965,,
1579,Wang Chaobin,66,1900,2022,4,Real Estate,China,,Zhengzhou,China,TRUE,M,01-01-1956,,
1579,Wang Chou-hsiong,81,1900,2022,4,Manufacturing,Taiwan,,Yunlin,Taiwan,TRUE,M,01-01-1941,,
1579,Wang Xiaoshen,53,1900,2022,4,Manufacturing,China,,Urumchi,China,TRUE,M,01-10-1968,,
1579,Wei Yin-Heng,63,1900,2022,4,Food & Beverage,China,,Shanghai,Taiwan,TRUE,M,01-01-1959,,
1579,Xue Xiangdong & family,63,1900,2022,4,Technology,China,,Beijing,China,TRUE,M,10-02-1959,,
1579,Yuan Fugen & family,71,1900,2022,4,Manufacturing,China,,Suzhou,China,TRUE,M,15-11-1950,,
1579,David Zalik,48,1900,2022,4,Technology,United States,Georgia,Atlanta,United States,TRUE,M,02-02-1974,CEO,3
1645,Leslie Alexander,78,1800,2022,4,Sports,United States,Texas,Houston,United States,TRUE,M,30-06-1943,,1
1645,Igor Altushkin,51,1800,2022,4,Metals & Mining,Russia,,Yekaterinburg,Russia,TRUE,M,10-09-1970,,
1645,Roberto Angelini Rossi,73,1800,2022,4,Diversified,Chile,,Santiago,Chile,FALSE,M,30-07-1948,,
1645,Nigel Austin,51,1800,2022,4,Fashion & Retail,Australia,,Melbourne,Australia,TRUE,M,25-09-1970,,
1645,Bang Jun-hyuk,53,1800,2022,4,Media & Entertainment,South Korea,,Seoul,South Korea,TRUE,M,01-06-1968,,
1645,O. Francis Biondi,57,1800,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,04-07-1964,,
1645,Chang Byung-gyu,48,1800,2022,4,Technology,South Korea,,Seoul,South Korea,TRUE,M,25-04-1973,,
1645,Chang Kuo-Ming,,1800,2022,4,Logistics,Taiwan,,Taipei,Taiwan,FALSE,M,,,
1645,Chen Gang,54,1800,2022,4,Energy,China,,Guangzhou,China,TRUE,M,01-01-1968,,
1645,Liying Chen,46,1800,2022,4,Logistics,China,,Shanghai,China,TRUE,F,30-10-1975,,
1645,Chen Xueli,70,1800,2022,4,Healthcare,China,,Weihai,China,TRUE,M,01-10-1951,,
1645,Chi Yufeng,51,1800,2022,4,Technology,China,,Beijing,China,FALSE,M,01-01-1971,,
1645,Mark Coombs,61,1800,2022,4,Finance & Investments,United Kingdom,,London,United Kingdom,TRUE,M,01-01-1961,,
1645,Tench Coxe,64,1800,2022,4,Finance & Investments,United States,California,Palo Alto,United States,TRUE,M,14-01-1958,,
1645,John de Mol,67,1800,2022,4,Media & Entertainment,Netherlands,,Blaricum,Netherlands,TRUE,M,24-03-1955,,
1645,Alfredo Egydio Arruda Villela Filho,52,1800,2022,4,Finance & Investments,Brazil,,Sao Paulo,Brazil,FALSE,M,18-11-1969,,
1645,Ibrahim Erdemoglu,59,1800,2022,4,Manufacturing,Turkey,,Istanbul,Turkey,TRUE,M,26-09-1962,,
1645,Philip Fayer,,1800,2022,4,Finance & Investments,,,,Canada,TRUE,M,,,
1645,Paul Foster,64,1800,2022,4,Energy,United States,Texas,El Paso,United States,TRUE,M,08-10-1957,Chairman,
1645,James France,77,1800,2022,4,Sports,United States,Florida,Daytona Beach,United States,FALSE,M,24-10-1944,,
1645,Yasuhiro Fukushima,74,1800,2022,4,Media & Entertainment,Japan,,Tokyo,Japan,TRUE,M,18-08-1947,,
1645,Zhongru Gan,73,1800,2022,4,Healthcare,China,,Beijing,China,TRUE,M,01-07-1948,,
1645,Rahul Gautam,69,1800,2022,4,Fashion & Retail,India,,Delhi,India,FALSE,M,18-11-1952,,
1645,Ali Ghodsi,43,1800,2022,4,Technology,United States,California,San Francisco,Sweden,TRUE,M,08-12-1978,,
1645,Giammaria Giuliani,44,1800,2022,4,Healthcare,Switzerland,,Montagnola,Switzerland,FALSE,M,20-02-1978,,
1645,Christopher Goldsbury,79,1800,2022,4,Food & Beverage,United States,Texas,San Antonio,United States,FALSE,M,01-01-1943,Chief Executive Officer,
1645,Alexandre Grendene Bartelle,72,1800,2022,4,Fashion & Retail,Brazil,,Porto Alegre,Brazil,TRUE,M,23-01-1950,,
1645,Surjit Kumar Gupta,80,1800,2022,4,Manufacturing,India,,Delhi,India,FALSE,M,13-01-1942,,
1645,Brian Higgins,57,1800,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,08-02-1965,Investor,
1645,David Hindawi,77,1800,2022,4,Technology,United States,Washington,Seattle,United States,TRUE,M,08-12-1944,Executive Chairman,
1645,Chengzhong Hu,61,1800,2022,4,Manufacturing,China,,Wenzhou,China,TRUE,M,01-03-1961,,
1645,Huang Min,48,1800,2022,4,Manufacturing,China,,Suzhou,China,TRUE,M,01-07-1973,,
1645,Stanley Hubbard,88,1800,2022,4,Media & Entertainment,United States,Minnesota,St. Paul,United States,FALSE,M,28-05-1933,Chairman and CEO,
1645,Hui Lin Chit,68,1800,2022,4,Manufacturing,China,,Jinjiang,China,TRUE,M,16-06-1953,,
1645,Hal Jackman,89,1800,2022,4,Finance & Investments,Canada,,Toronto,Canada,TRUE,M,10-06-1932,,
1645,Stephen Jarislowsky,96,1800,2022,4,Finance & Investments,Canada,,Montreal,Canada,TRUE,M,09-09-1925,Cofounder and Chairman,
1645,Mark & Robyn Jones,,1800,2022,4,Finance & Investments,United States,Texas,Fort Worth,United States,TRUE,,,,
1645,George Joseph,100,1800,2022,4,Finance & Investments,United States,California,Los Angeles,United States,TRUE,M,11-09-1921,,
1645,Kim Kardashian,41,1800,2022,4,Fashion & Retail,United States,California,Hidden Hills,United States,TRUE,F,21-10-1980,Personality,
1645,Dominika Kulczyk,44,1800,2022,4,Finance & Investments,Poland,,Warsaw,Poland,FALSE,F,30-07-1977,,
1645,Edward Lampert,59,1800,2022,4,Finance & Investments,United States,Florida,Miami Beach,United States,TRUE,M,19-07-1962,Founder,
1645,Marc Lasry,61,1800,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,23-09-1960,Founder,
1645,Michiel Le Roux,72,1800,2022,4,Finance & Investments,South Africa,,Stellenbosch,South Africa,TRUE,M,20-05-1949,,
1645,Peter Leibinger,55,1800,2022,4,Manufacturing,Germany,,Schwieberdingen,Germany,FALSE,M,01-01-1967,,
1645,Regine Leibinger,59,1800,2022,4,Manufacturing,Germany,,Berlin,Germany,FALSE,F,01-01-1963,,
1645,Nicola Leibinger-Kammueller,62,1800,2022,4,Manufacturing,Germany,,Berlin,Germany,FALSE,F,15-12-1959,,
1645,Wolfgang Leitner,69,1800,2022,4,Construction & Engineering,Austria,,Graz,Austria,TRUE,M,27-03-1953,,
1645,Liu Zhongtian & family,58,1800,2022,4,Manufacturing,China,,Liaoyang,China,TRUE,M,01-02-1964,,
1645,Bill Malhotra,72,1800,2022,4,Real Estate,Canada,,Ottawa,Canada,TRUE,M,08-09-1949,,
1645,Charlwin Mao,,1800,2022,4,Fashion & Retail,China,,Shanghai,China,TRUE,M,,,
1645,George Marcus,80,1800,2022,4,Real Estate,United States,California,Los Altos Hills,United States,TRUE,M,15-08-1941,,
1645,Yves-Loic Martin,56,1800,2022,4,Healthcare,France,,Nantes,France,TRUE,M,01-01-1966,,
1645,Gary Michelson,73,1800,2022,4,Healthcare,United States,California,Los Angeles,United States,TRUE,M,14-01-1949,,
1645,Robert G. Miller,76,1800,2022,4,Technology,Canada,,Montreal,Canada,TRUE,M,03-07-1945,President and CEO,
1645,Fernando Roberto Moreira Salles,75,1800,2022,4,Diversified,Brazil,,Sao Paulo,Brazil,FALSE,M,29-05-1946,,
1645,Joao Moreira Salles,60,1800,2022,4,Diversified,Brazil,,Rio de Janeiro,Brazil,FALSE,M,01-01-1962,,
1645,Walther Moreira Salles Junior,65,1800,2022,4,Finance & Investments,Brazil,,Rio de Janeiro,Brazil,FALSE,M,12-04-1956,,
1645,Zugen Ni,65,1800,2022,4,Manufacturing,China,,Suzhou,China,TRUE,M,18-01-1957,,
1645,Liora Ofer,68,1800,2022,4,Finance & Investments,Israel,,Tel Aviv,Israel,FALSE,F,22-12-1953,,
1645,Mrudula Parekh,74,1800,2022,4,Manufacturing,India,,Mumbai,India,FALSE,F,01-01-1948,,
1645,David Paul,55,1800,2022,4,Healthcare,United States,Pennsylvania,Audubon,United States,TRUE,M,25-12-1966,Founder and Executive Chairman,
1645,Pierre Karl Péladeau,60,1800,2022,4,Media & Entertainment,Canada,,Montreal,Canada,FALSE,M,16-10-1961,,
1645,Miranda Qu,37,1800,2022,4,Fashion & Retail,China,,Shanghai,China,TRUE,F,01-01-1985,,
1645,Phillip T. (Terry) Ragon,72,1800,2022,4,Technology,United States,Massachusetts,Boston,United States,TRUE,M,01-06-1949,,4
1645,G. Rajendran,79,1800,2022,4,Fashion & Retail,India,,Chennai,India,TRUE,M,05-10-1942,,
1645,Krit Ratanarak,75,1800,2022,4,Media & Entertainment,Thailand,,Bangkok,Thailand,FALSE,M,19-04-1946,,
1645,Jerry Reinsdorf,86,1800,2022,4,Sports,United States,Illinois,Chicago,United States,TRUE,M,25-02-1936,,
1645,Mochtar Riady & family,92,1800,2022,4,Diversified,Indonesia,,Jakarta,Indonesia,TRUE,M,12-05-1929,,
1645,Rajju Shroff,88,1800,2022,4,Manufacturing,India,,Mumbai,India,TRUE,M,20-10-1933,,
1645,Frank Slootman,63,1800,2022,4,Technology,United States,California,Pleasanton,United States,TRUE,M,03-10-1958,,
1645,Henry Swieca,64,1800,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,09-05-1957,Founder,
1645,Yuequn Tao,62,1800,2022,4,Fashion & Retail,China,,Hefei,China,TRUE,M,01-01-1960,,
1645,Robert Toennies,43,1800,2022,4,Food & Beverage,Germany,,Rheda-Wiedenbrück,Germany,FALSE,M,29-05-1978,,
1645,Torbjorn Tornqvist,68,1800,2022,4,Energy,Switzerland,,Geneva,Sweden,TRUE,M,08-11-1953,,
1645,Zhenghua Wang,77,1800,2022,4,Service,China,,Shanghai,China,TRUE,M,25-04-1944,,
1645,Charlotte Colket Weber,79,1800,2022,4,Food & Beverage,United States,Florida,Hobe Sound,United States,FALSE,F,19-11-1942,Director,
1645,Wu Lanlan & family,48,1800,2022,4,Manufacturing,China,,Shenzhen,China,TRUE,F,01-01-1974,,
1645,Wu Yulan,52,1800,2022,4,Healthcare,China,,Lianyungang,China,TRUE,F,26-08-1969,,
1645,Elaine Wynn,79,1800,2022,4,Gambling & Casinos,United States,Nevada,Las Vegas,United States,TRUE,F,28-04-1942,Board Member,3
